MODEL YEAR,MANUFACTURER,MODEL,VEHICLE CLASS,ENGINE SIZE (L),CYLINDERS,TRANSMISSION,FUEL TYPE,CITY (L/100 km),HWY (L/100 km),CITY (mpg),HWY (mpg),FUEL (L/year),CO2 EMISSIONS (g/km)
2014,NISSAN,QUEST,MINIVAN,3.5,6,AV,X,11,8,26,35,1920,221
2014,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,7.9,6,36,47,1420,163
2014,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,8.2,6.2,34,46,1460,168
2014,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,6.6,5,43,56,1180,136
2014,NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,7.5,5.5,38,51,1320,152
2014,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,16.1,10.9,18,26,2760,317
2014,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,17.8,12.2,16,23,3040,350
2014,NISSAN,VERSA,COMPACT,1.6,4,AV,X,6.1,4.8,46,59,1100,126
2014,NISSAN,VERSA,COMPACT,1.6,4,M5,X,7.4,5.4,38,52,1300,150
2014,NISSAN,XTERRA 4WD,SUV - SMALL,4,6,A5,X,14.4,10.1,20,28,2500,288
2014,NISSAN,XTERRA 4WD,SUV - SMALL,4,6,M6,X,13.6,10.1,21,28,2400,276
2014,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,10.2,7,28,40,1760,202
2014,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,11,7.2,26,39,1860,214
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,10.4,7.1,27,40,1780,205
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Z,10.9,7.2,26,39,1860,214
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,10.6,7.3,27,39,1820,209
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,11.2,7.5,25,38,1900,218
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,10.8,7.5,26,38,1880,216
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,11.3,7.5,25,38,1920,221
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,11.2,7.6,25,37,1920,221
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,11.5,7.7,25,37,1960,225
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,10.2,7,28,40,1760,202
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,10.9,7.3,26,39,1860,214
2014,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,10.7,7.3,26,39,1840,212
2014,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,11.1,7.2,25,39,1880,216
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,11,7.3,26,39,1860,214
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,11.2,7.4,25,38,1900,218
2014,PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,14.4,9.8,20,29,2460,283
2014,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,12.2,8.1,23,35,2060,237
2014,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.2,8.1,23,35,2060,237
2014,PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,12.2,8.1,23,35,2060,237
2014,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.2,8.1,23,35,2060,237
2014,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,9.4,6.2,30,46,1580,182
2014,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,10.1,6.7,28,42,1720,198
2014,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,9.9,6.6,29,43,1680,193
2014,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,10.5,7.2,27,39,1800,207
2014,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,12.1,8.4,23,34,2080,239
2014,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,M6,Z,14.1,9.3,20,30,2380,274
2014,PORSCHE,CAYENNE DIESEL,SUV - STANDARD,3,6,A8,D,10.8,6.7,26,42,1800,243
2014,PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,8,A8,Z,14.2,9.6,20,29,2420,278
2014,PORSCHE,CAYENNE S,SUV - STANDARD,4.8,8,A8,Z,13.4,8.8,21,32,2260,260
2014,PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3,6,A8,Z,10.4,8.4,27,34,1900,218
2014,PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,14.3,9.3,20,30,2400,276
2014,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,9.4,6.2,30,46,1580,182
2014,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,10.1,6.7,28,42,1720,198
2014,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,9.9,6.6,29,43,1680,193
2014,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,10.5,7.2,27,39,1800,207
2014,PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,11.4,7.1,25,40,1900,218
2014,PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,11.6,7.4,24,38,1940,223
2014,PORSCHE,PANAMERA 4S,FULL-SIZE,3.8,6,AM7,Z,11.9,7.4,24,38,1980,228
2014,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3.8,6,AM7,Z,12.2,7.5,23,38,2020,232
2014,PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,13.5,8.2,21,34,2220,255
2014,PORSCHE,PANAMERA S,FULL-SIZE,3.8,6,AM7,Z,11.9,7.4,24,38,1980,228
2014,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,13.6,8.2,21,34,2240,258
2014,PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,13.8,8.3,20,34,2260,260
2014,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,15.4,10.2,18,28,2620,301
2014,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.1,9.2,20,31,2380,274
2014,RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,10.2,7.1,28,40,1760,238
2014,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.4,8,23,35,2080,239
2014,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,17.5,11.6,16,24,2980,238
2014,RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.4,7.8,25,36,1960,225
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,15.8,10.8,18,26,2720,313
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.6,9.8,19,29,2480,285
2014,RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,10.6,7.4,27,38,1840,248
2014,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13,8.5,22,33,2200,253
2014,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,18.5,12.4,15,23,3160,253
2014,RAM,CARGO VAN FFV,VAN - CARGO,3.6,6,A6,X,11.8,7.7,24,37,2000,230
2014,RAM,CARGO VAN FFV,VAN - CARGO,3.6,6,A6,E,16.8,10.9,17,26,2820,226
2014,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,17.3,10.5,16,27,2840,327
2014,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,17.3,10.5,16,27,2840,327
2014,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,A8,Z,18.8,10.9,15,26,3060,352
2014,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A8,Z,18.8,10.9,15,26,3060,352
2014,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A8,Z,18.8,10.8,15,26,3040,350
2014,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A8,Z,18.8,10.8,15,26,3040,350
2014,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,A8,Z,16.9,10,17,28,2760,317
2014,SCION,FR-S,MINICOMPACT,2,4,AS6,Z,8.3,5.8,34,49,1440,166
2014,SCION,FR-S,MINICOMPACT,2,4,M6,Z,9.5,6.5,30,43,1620,186
2014,SCION,iQ,MINICOMPACT,1.3,4,AV,X,5.5,4.7,51,60,1020,117
2014,SCION,tC,COMPACT,2.5,4,AS6,X,8.9,6.3,32,45,1560,179
2014,SCION,tC,COMPACT,2.5,4,M6,X,8.9,6.4,32,44,1560,179
2014,SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,9.5,7.2,30,39,1700,196
2014,SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,9.5,7.2,30,39,1680,193
2014,SCION,xD,SUBCOMPACT,1.8,4,A4,X,7.6,5.9,37,48,1360,156
2014,SCION,xD,SUBCOMPACT,1.8,4,M5,X,7.4,5.9,38,48,1340,154
2014,SMART,FORTWO CABRIOLET,TWO-SEATER,1,3,AM5,Z,5.8,4.7,49,60,1060,122
2014,SMART,FORTWO COUPE,TWO-SEATER,1,3,AM5,Z,5.8,4.7,49,60,1060,122
2014,SRT,VIPER COUPE,TWO-SEATER,8.4,10,M6,Z,18.1,11.1,16,25,3000,345
2014,SRT,VIPER GTS COUPE,TWO-SEATER,8.4,10,M6,Z,18.1,11.1,16,25,3000,345
2014,SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,8.3,5.9,34,48,1440,166
2014,SUBARU,BRZ,MINICOMPACT,2,4,M6,Z,9.6,6.6,29,43,1660,191
2014,SUBARU,FORESTER AWD,SUV - SMALL,2,4,AV,Z,8.9,7.2,32,39,1620,186
2014,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV,X,8.3,6.2,34,46,1480,170
2014,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,9.5,7,30,40,1680,193
2014,SUBARU,IMPREZA AWD,COMPACT,2.5,4,AV,X,7.5,5.5,38,51,1320,152
2014,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M5,Z,11.1,8,25,35,1940,223
2014,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M5,X,8.3,5.9,34,48,1440,166
2014,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M6,Z,12.6,8.8,22,32,2180,251
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,AV,X,7.5,5.5,38,51,1320,152
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M5,Z,11.1,8,25,35,1940,223
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M5,X,8.3,5.9,34,48,1440,166
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M6,Z,12.6,8.8,22,32,2180,251
2014,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV,X,8.4,6.1,34,46,1480,170
2014,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,9.9,6.9,29,41,1700,196
2014,SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AS5,X,11.8,8,24,35,2020,232
2014,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV,X,8.6,6.5,33,43,1540,177
2014,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,9.4,7.1,30,40,1680,193
2014,SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AS5,X,11.9,8.2,24,34,2040,235
2014,SUBARU,TRIBECA AWD,SUV - SMALL,3.6,6,AS5,X,13.1,9.4,22,30,2280,262
2014,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,AV,X,8.2,6,34,47,1440,166
2014,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,M5,X,8.9,6.7,32,42,1580,182
2014,SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2,4,AV,X,6.9,6,41,47,1300,150
2014,TOYOTA,4RUNNER (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,12.7,9.4,22,30,2240,258
2014,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,AS5,X,12.7,9.4,22,30,2240,258
2014,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,9.9,6.4,29,44,1660,191
2014,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,8.2,5.5,34,51,1400,161
2014,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,9.7,6.5,29,43,1660,191
2014,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,4.5,4.9,63,58,940,108
2014,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,4.7,5.1,60,55,980,113
2014,TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,7.4,5.4,38,52,1300,150
2014,TOYOTA,COROLLA,MID-SIZE,1.8,4,AS7,X,6.9,5.2,41,54,1220,140
2014,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,6.8,4.9,42,58,1180,136
2014,TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,7.1,5.2,40,54,1260,145
2014,TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,6.5,4.6,43,61,1140,131
2014,TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,6.6,4.9,43,58,1160,133
2014,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,A4,X,8.1,6.3,35,45,1460,168
2014,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,M5,X,7.7,6.1,37,46,1400,161
2014,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4,6,A5,X,12.7,9.5,22,30,2260,260
2014,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4,6,M6,X,13.8,10.3,20,27,2440,281
2014,TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,10.3,7.2,27,39,1780,205
2014,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,11.1,7.9,25,36,1920,221
2014,TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,11.5,8.2,25,34,2000,230
2014,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AS6,X,6.8,7.2,42,39,1400,161
2014,TOYOTA,HIGHLANDER HYBRID AWD LE Plus,SUV - STANDARD,3.5,6,AS6,X,6.7,7.2,42,39,1380,159
2014,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,3.7,4,76,71,760,87
2014,TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,3.6,4,78,71,760,87
2014,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,4.3,4.8,66,59,900,104
2014,TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,8.7,6.4,32,44,1540,177
2014,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,9.1,6.8,31,42,1620,186
2014,TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,9.3,6.9,30,41,1640,189
2014,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,17.2,11.9,16,24,2960,340
2014,TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,11.4,7.9,25,36,1960,225
2014,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,12.6,8.7,22,32,2180,251
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,10.8,7.8,26,36,1880,216
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,9.9,7.5,29,38,1760,202
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4,6,M6,X,12.9,9.6,22,29,2280,262
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,11.6,8.9,24,32,2080,239
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.3,9,25,31,2060,237
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,13.1,9.8,22,29,2340,269
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,13.7,10.5,21,27,2460,283
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4,6,AS5,X,13.2,10,21,28,2360,271
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,14.2,10.5,20,27,2500,288
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,15.8,11,18,26,2720,313
2014,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.2,10.9,19,26,2660,306
2014,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,16.3,11.9,17,24,2860,329
2014,TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,10,6.9,28,41,1720,198
2014,TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,11.1,7.7,25,37,1920,221
2014,TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,10.2,7.1,28,40,1760,202
2014,TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,11.4,7.9,25,36,1960,225
2014,TOYOTA,YARIS,COMPACT,1.5,4,A4,X,6.7,5.5,42,51,1220,140
2014,TOYOTA,YARIS,COMPACT,1.5,4,M5,X,6.6,5.2,43,54,1200,138
2014,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,A6,X,8.2,6,34,47,1440,166
2014,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,8.6,6,33,47,1480,170
2014,VOLKSWAGEN,BEETLE,COMPACT,2,4,A6,Z,9,6.5,31,43,1560,179
2014,VOLKSWAGEN,BEETLE,COMPACT,2,4,M6,Z,9.4,6.4,30,44,1600,184
2014,VOLKSWAGEN,BEETLE,COMPACT,2.5,5,A6,X,9.5,7.1,30,40,1680,193
2014,VOLKSWAGEN,BEETLE,COMPACT,2.5,5,M5,X,9.9,6.4,29,44,1660,191
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,A6,X,8.5,6.1,33,46,1480,170
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,A6,Z,9,6.8,31,42,1600,184
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,M6,Z,9.4,6.4,30,44,1600,184
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.5,5,A6,X,9.8,7.3,29,39,1740,200
2014,VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,COMPACT,2,4,A6,D,7,5,40,56,1220,165
2014,VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,COMPACT,2,4,M6,D,7.2,4.8,39,59,1220,165
2014,VOLKSWAGEN,CC,COMPACT,2,4,A6,Z,9.7,6.6,29,43,1660,191
2014,VOLKSWAGEN,CC,COMPACT,2,4,M6,Z,10.2,6.4,28,44,1700,196
2014,VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,A6,Z,12.7,8.3,22,34,2140,246
2014,VOLKSWAGEN,EOS,SUBCOMPACT,2,4,A6,Z,9.5,6.7,30,42,1640,189
2014,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,A6,X,9.6,6.5,29,43,1640,189
2014,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,M5,X,9.9,6.1,29,46,1640,189
2014,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON - SMALL,2,4,A6,D,7,4.9,40,58,1200,162
2014,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON - SMALL,2,4,M6,D,6.7,4.6,42,61,1160,157
2014,VOLKSWAGEN,JETTA,COMPACT,1.8,4,A6,X,8.2,5.6,34,50,1420,163
2014,VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,8.1,5.6,35,50,1400,161
2014,VOLKSWAGEN,JETTA,COMPACT,2,4,A6,X,9.3,6.7,30,42,1620,186
2014,VOLKSWAGEN,JETTA,COMPACT,2,4,M5,X,9.1,6,31,47,1540,177
2014,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,A6,Z,8.9,6.2,32,46,1540,177
2014,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,M6,Z,9.3,6.1,30,46,1580,182
2014,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,2,4,A6,D,6.7,4.7,42,60,1160,157
2014,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,2,4,M6,D,6.7,4.6,42,61,1160,157
2014,VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,1.4,4,AM7,Z,4.5,4.2,63,67,880,101
2014,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A6,X,8.6,5.8,33,49,1460,168
2014,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,8.7,5.7,32,50,1460,168
2014,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,A6,X,9.6,6.7,29,42,1660,191
2014,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,M5,X,10.1,6.5,28,43,1700,196
2014,VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,A6,Z,10.9,7.4,26,38,1880,216
2014,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,MID-SIZE,2,4,A6,D,6.9,4.9,41,58,1200,162
2014,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,MID-SIZE,2,4,M6,D,6.8,4.4,42,64,1140,154
2014,VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6,A6,X,12.6,8,22,35,2100,242
2014,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,A6,Z,10.2,8,28,35,1860,214
2014,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,M6,Z,12,7.7,24,37,2020,232
2014,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,A6,Z,10.3,7.9,27,36,1860,214
2014,VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,12.3,8.8,23,32,2140,246
2014,VOLKSWAGEN,TOUAREG TDI CLEAN DIESEL,SUV - STANDARD,3,6,AS8,D,10.8,6.7,26,42,1800,243
2014,VOLVO,S60,COMPACT,2.5,5,AS6,X,9.9,6.5,29,43,1680,193
2014,VOLVO,S60 AWD,COMPACT,2.5,5,AS6,X,10.2,7,28,40,1760,202
2014,VOLVO,S60 AWD,COMPACT,3,6,AS6,X,11.7,8,24,35,2000,230
2014,VOLVO,S80,MID-SIZE,3.2,6,AS6,X,10.5,6.8,27,42,1780,205
2014,VOLVO,S80 AWD,MID-SIZE,3,6,AS6,X,11.7,8,24,35,2000,230
2014,VOLVO,XC60,SUV - SMALL,3.2,6,AS6,X,11.5,7.5,25,38,1940,223
2014,VOLVO,XC60 AWD,SUV - SMALL,3,6,AS6,X,11.9,8.3,24,34,2060,237
2014,VOLVO,XC60 AWD,SUV - SMALL,3.2,6,AS6,X,11.7,8,24,35,2000,230
2014,VOLVO,XC70 AWD,SUV - SMALL,3,6,AS6,X,11.9,8.3,24,34,2060,237
2014,VOLVO,XC70 AWD,SUV - SMALL,3.2,6,AS6,X,11.4,7.8,25,36,1960,225
2014,VOLVO,XC90 AWD,SUV - STANDARD,3.2,6,AS6,X,13.3,8.6,21,33,2240,258